"","date","county","state","fips","cases","deaths"
"32725","2020-04-04","Bowie","Texas",48037,17,1
"32726","2020-04-04","Brazoria","Texas",48039,136,1
"32727","2020-04-04","Brazos","Texas",48041,72,5
"32728","2020-04-04","Brown","Texas",48049,4,0
"32729","2020-04-04","Burleson","Texas",48051,2,0
"32730","2020-04-04","Burnet","Texas",48053,4,0
"32731","2020-04-04","Caldwell","Texas",48055,3,0
"32732","2020-04-04","Calhoun","Texas",48057,8,0
"32733","2020-04-04","Cameron","Texas",48061,62,0
"32734","2020-04-04","Camp","Texas",48063,1,0
"32735","2020-04-04","Cass","Texas",48067,4,0
"32736","2020-04-04","Castro","Texas",48069,10,1
"32737","2020-04-04","Chambers","Texas",48071,11,0
"32738","2020-04-04","Cherokee","Texas",48073,5,0
"32739","2020-04-04","Clay","Texas",48077,1,0
"32740","2020-04-04","Collin","Texas",48085,268,3
"32741","2020-04-04","Colorado","Texas",48089,4,0
"32742","2020-04-04","Comal","Texas",48091,18,2
"32743","2020-04-04","Comanche","Texas",48093,1,0
"32744","2020-04-04","Coryell","Texas",48099,4,0
"32745","2020-04-04","Crane","Texas",48103,2,0
"32746","2020-04-04","Dallas","Texas",48113,1015,18
"32747","2020-04-04","Dawson","Texas",48115,3,0
"32748","2020-04-04","DeWitt","Texas",48123,6,0
"32749","2020-04-04","Deaf Smith","Texas",48117,5,0
"32750","2020-04-04","Denton","Texas",48121,288,6
"32751","2020-04-04","Donley","Texas",48129,5,0
"32752","2020-04-04","Eastland","Texas",48133,3,0
"32753","2020-04-04","Ector","Texas",48135,22,0
"32754","2020-04-04","El Paso","Texas",48141,96,0
"32755","2020-04-04","Ellis","Texas",48139,32,2
"32756","2020-04-04","Erath","Texas",48143,7,1
"32757","2020-04-04","Falls","Texas",48145,1,0
"32758","2020-04-04","Fannin","Texas",48147,2,0
"32759","2020-04-04","Fayette","Texas",48149,11,0
"32760","2020-04-04","Fort Bend","Texas",48157,268,5
"32761","2020-04-04","Franklin","Texas",48159,1,0
"32762","2020-04-04","Gaines","Texas",48165,1,0
"32763","2020-04-04","Galveston","Texas",48167,222,1
"32764","2020-04-04","Gillespie","Texas",48171,2,0
"32765","2020-04-04","Goliad","Texas",48175,1,0
"32766","2020-04-04","Gonzales","Texas",48177,1,0
"32767","2020-04-04","Gray","Texas",48179,5,0
"32768","2020-04-04","Grayson","Texas",48181,12,0
"32769","2020-04-04","Gregg","Texas",48183,13,0
"32770","2020-04-04","Grimes","Texas",48185,3,0
"32771","2020-04-04","Guadalupe","Texas",48187,26,0
"32772","2020-04-04","Hale","Texas",48189,7,0
"32773","2020-04-04","Hardin","Texas",48199,19,1
"32774","2020-04-04","Harris","Texas",48201,1284,17
"32775","2020-04-04","Harrison","Texas",48203,5,1
"32776","2020-04-04","Hays","Texas",48209,47,0
"32777","2020-04-04","Hemphill","Texas",48211,1,0
"32778","2020-04-04","Henderson","Texas",48213,1,0
"32779","2020-04-04","Hidalgo","Texas",48215,86,0
"32780","2020-04-04","Hill","Texas",48217,5,0
"32781","2020-04-04","Hockley","Texas",48219,7,1
"32782","2020-04-04","Hood","Texas",48221,9,1
"32783","2020-04-04","Hopkins","Texas",48223,3,0
"32784","2020-04-04","Hunt","Texas",48231,8,0
"32785","2020-04-04","Hutchinson","Texas",48233,2,0
"32786","2020-04-04","Jackson","Texas",48239,3,0
"32787","2020-04-04","Jasper","Texas",48241,2,0
"32788","2020-04-04","Jefferson","Texas",48245,40,2
"32789","2020-04-04","Jim Wells","Texas",48249,2,0
"32790","2020-04-04","Johnson","Texas",48251,20,0
"32791","2020-04-04","Karnes","Texas",48255,2,0
"32792","2020-04-04","Kaufman","Texas",48257,10,0
"32793","2020-04-04","Kendall","Texas",48259,9,0
"32794","2020-04-04","Kerr","Texas",48265,2,0
"32795","2020-04-04","Kleberg","Texas",48273,2,0
"32796","2020-04-04","Lamar","Texas",48277,5,0
"32797","2020-04-04","Lamb","Texas",48279,1,0
"32798","2020-04-04","Lampasas","Texas",48281,1,0
"32799","2020-04-04","Lavaca","Texas",48285,2,0
"32800","2020-04-04","Lee","Texas",48287,2,0
"32801","2020-04-04","Leon","Texas",48289,2,0
"32802","2020-04-04","Liberty","Texas",48291,5,0
"32803","2020-04-04","Limestone","Texas",48293,3,1
"32804","2020-04-04","Live Oak","Texas",48297,3,0
"32805","2020-04-04","Llano","Texas",48299,3,0
"32806","2020-04-04","Lubbock","Texas",48303,138,4
"32807","2020-04-04","Lynn","Texas",48305,3,0
"32808","2020-04-04","Martin","Texas",48317,1,0
"32809","2020-04-04","Mason","Texas",48319,1,0
"32810","2020-04-04","Matagorda","Texas",48321,39,2
"32811","2020-04-04","Maverick","Texas",48323,4,0
"32812","2020-04-04","McLennan","Texas",48309,50,1
"32813","2020-04-04","Medina","Texas",48325,3,0
"32814","2020-04-04","Midland","Texas",48329,22,1
"32815","2020-04-04","Milam","Texas",48331,2,0
"32816","2020-04-04","Montague","Texas",48337,1,0
"32817","2020-04-04","Montgomery","Texas",48339,130,3
"32818","2020-04-04","Moore","Texas",48341,6,0
"32819","2020-04-04","Morris","Texas",48343,1,0
"32820","2020-04-04","Nacogdoches","Texas",48347,15,2
"32821","2020-04-04","Navarro","Texas",48349,5,1
"32822","2020-04-04","Newton","Texas",48351,1,0
"32823","2020-04-04","Nueces","Texas",48355,47,0
"32824","2020-04-04","Oldham","Texas",48359,2,1
"32825","2020-04-04","Orange","Texas",48361,12,0
"32826","2020-04-04","Palo Pinto","Texas",48363,1,0
"32827","2020-04-04","Panola","Texas",48365,4,1
"32828","2020-04-04","Parker","Texas",48367,6,0
"32829","2020-04-04","Polk","Texas",48373,7,0
"32830","2020-04-04","Potter","Texas",48375,24,0
"32831","2020-04-04","Randall","Texas",48381,24,0
"32832","2020-04-04","Robertson","Texas",48395,2,0
"32833","2020-04-04","Rockwall","Texas",48397,11,0
"32834","2020-04-04","Rusk","Texas",48401,11,0
"32835","2020-04-04","San Augustine","Texas",48405,4,1
"32836","2020-04-04","San Jacinto","Texas",48407,1,0
"32837","2020-04-04","San Patricio","Texas",48409,4,0
"32838","2020-04-04","Shelby","Texas",48419,11,0
"32839","2020-04-04","Smith","Texas",48423,57,1
"32840","2020-04-04","Starr","Texas",48427,5,0
"32841","2020-04-04","Swisher","Texas",48437,1,0
"32842","2020-04-04","Tarrant","Texas",48439,383,9
"32843","2020-04-04","Taylor","Texas",48441,23,1
"32844","2020-04-04","Terry","Texas",48445,4,0
"32845","2020-04-04","Titus","Texas",48449,1,0
"32846","2020-04-04","Tom Green","Texas",48451,17,0
"32847","2020-04-04","Travis","Texas",48453,430,6
"32848","2020-04-04","Trinity","Texas",48455,2,0
"32849","2020-04-04","Tyler","Texas",48457,1,0
"32850","2020-04-04","Upshur","Texas",48459,3,0
"32851","2020-04-04","Uvalde","Texas",48463,4,0
"32852","2020-04-04","Val Verde","Texas",48465,5,0
"32853","2020-04-04","Van Zandt","Texas",48467,3,1
"32854","2020-04-04","Victoria","Texas",48469,27,0
"32855","2020-04-04","Walker","Texas",48471,9,0
"32856","2020-04-04","Waller","Texas",48473,7,0
"32857","2020-04-04","Washington","Texas",48477,17,0
"32858","2020-04-04","Webb","Texas",48479,65,5
"32859","2020-04-04","Wharton","Texas",48481,9,0
"32860","2020-04-04","Wichita","Texas",48485,44,0
"32861","2020-04-04","Willacy","Texas",48489,5,1
"32862","2020-04-04","Williamson","Texas",48491,71,1
"32863","2020-04-04","Wilson","Texas",48493,6,0
"32864","2020-04-04","Wise","Texas",48497,3,0
"32865","2020-04-04","Wood","Texas",48499,1,0
"32866","2020-04-04","Young","Texas",48503,3,0
"35153","2020-04-05","Anderson","Texas",48001,1,0
"35154","2020-04-05","Andrews","Texas",48003,6,0
"35155","2020-04-05","Angelina","Texas",48005,10,0
"35156","2020-04-05","Aransas","Texas",48007,1,0
"35157","2020-04-05","Atascosa","Texas",48013,2,0
"35158","2020-04-05","Austin","Texas",48015,5,0
"35159","2020-04-05","Bastrop","Texas",48021,9,0
"35160","2020-04-05","Bell","Texas",48027,58,1
"35161","2020-04-05","Bexar","Texas",48029,421,11
"35162","2020-04-05","Blanco","Texas",48031,2,0
"35163","2020-04-05","Bowie","Texas",48037,17,1
"35164","2020-04-05","Brazoria","Texas",48039,144,1
"35165","2020-04-05","Brazos","Texas",48041,75,5
"35166","2020-04-05","Brown","Texas",48049,5,0
"35167","2020-04-05","Burleson","Texas",48051,2,0
"35168","2020-04-05","Burnet","Texas",48053,4,0
"35169","2020-04-05","Caldwell","Texas",48055,3,0
"35170","2020-04-05","Calhoun","Texas",48057,11,0
"35171","2020-04-05","Cameron","Texas",48061,77,0
"35172","2020-04-05","Camp","Texas",48063,1,0
"35173","2020-04-05","Cass","Texas",48067,4,0
"35174","2020-04-05","Castro","Texas",48069,10,1
"35175","2020-04-05","Chambers","Texas",48071,11,0
"35176","2020-04-05","Cherokee","Texas",48073,5,0
"35177","2020-04-05","Clay","Texas",48077,3,0
"35178","2020-04-05","Collin","Texas",48085,268,3
"35179","2020-04-05","Colorado","Texas",48089,2,0
"35180","2020-04-05","Comal","Texas",48091,21,2
"35181","2020-04-05","Comanche","Texas",48093,1,0
"35182","2020-04-05","Coryell","Texas",48099,5,0
"35183","2020-04-05","Crane","Texas",48103,2,0
"35184","2020-04-05","Dallas","Texas",48113,1112,18
"35185","2020-04-05","Dawson","Texas",48115,3,0
"35186","2020-04-05","DeWitt","Texas",48123,7,0
"35187","2020-04-05","Deaf Smith","Texas",48117,5,0
"35188","2020-04-05","Denton","Texas",48121,304,7
"35189","2020-04-05","Donley","Texas",48129,7,0
"35190","2020-04-05","Eastland","Texas",48133,3,0
"35191","2020-04-05","Ector","Texas",48135,22,0
"35192","2020-04-05","El Paso","Texas",48141,106,0
"35193","2020-04-05","Ellis","Texas",48139,32,2
"35194","2020-04-05","Erath","Texas",48143,7,1
"35195","2020-04-05","Falls","Texas",48145,1,0
"35196","2020-04-05","Fannin","Texas",48147,2,0
"35197","2020-04-05","Fayette","Texas",48149,11,0
"35198","2020-04-05","Fort Bend","Texas",48157,268,5
"35199","2020-04-05","Franklin","Texas",48159,1,0
"35200","2020-04-05","Gaines","Texas",48165,1,0
"35201","2020-04-05","Galveston","Texas",48167,240,1
"35202","2020-04-05","Gillespie","Texas",48171,2,0
"35203","2020-04-05","Goliad","Texas",48175,1,0
"35204","2020-04-05","Gonzales","Texas",48177,1,0
"35205","2020-04-05","Gray","Texas",48179,5,0
"35206","2020-04-05","Grayson","Texas",48181,12,0
"35207","2020-04-05","Gregg","Texas",48183,13,0
"35208","2020-04-05","Grimes","Texas",48185,3,0
"35209","2020-04-05","Guadalupe","Texas",48187,28,0
"35210","2020-04-05","Hale","Texas",48189,7,0
"35211","2020-04-05","Hardin","Texas",48199,26,1
"35212","2020-04-05","Harris","Texas",48201,1395,20
"35213","2020-04-05","Harrison","Texas",48203,6,1
"35214","2020-04-05","Hays","Texas",48209,50,0
"35215","2020-04-05","Hemphill","Texas",48211,1,0
"35216","2020-04-05","Henderson","Texas",48213,1,0
"35217","2020-04-05","Hidalgo","Texas",48215,86,0
"35218","2020-04-05","Hill","Texas",48217,5,0
"35219","2020-04-05","Hockley","Texas",48219,10,1
"35220","2020-04-05","Hood","Texas",48221,9,1
"35221","2020-04-05","Hopkins","Texas",48223,4,0
"35222","2020-04-05","Hunt","Texas",48231,8,0
"35223","2020-04-05","Hutchinson","Texas",48233,2,0
"35224","2020-04-05","Jackson","Texas",48239,3,0
"35225","2020-04-05","Jasper","Texas",48241,2,0
"35226","2020-04-05","Jefferson","Texas",48245,51,2
"35227","2020-04-05","Jim Wells","Texas",48249,2,0
"35228","2020-04-05","Johnson","Texas",48251,20,0
"35229","2020-04-05","Karnes","Texas",48255,2,0
"35230","2020-04-05","Kaufman","Texas",48257,10,0
"35231","2020-04-05","Kendall","Texas",48259,10,0
"35232","2020-04-05","Kerr","Texas",48265,2,0
"35233","2020-04-05","Kleberg","Texas",48273,2,0
"35234","2020-04-05","Lamar","Texas",48277,5,0
"35235","2020-04-05","Lamb","Texas",48279,1,0
"35236","2020-04-05","Lampasas","Texas",48281,1,0
"35237","2020-04-05","Lavaca","Texas",48285,2,0
"35238","2020-04-05","Lee","Texas",48287,2,0
"35239","2020-04-05","Leon","Texas",48289,2,0
"35240","2020-04-05","Liberty","Texas",48291,6,0
"35241","2020-04-05","Limestone","Texas",48293,3,1
"35242","2020-04-05","Live Oak","Texas",48297,3,0
"35243","2020-04-05","Llano","Texas",48299,3,0
"35244","2020-04-05","Lubbock","Texas",48303,151,4
"35245","2020-04-05","Lynn","Texas",48305,3,0
"35246","2020-04-05","Martin","Texas",48317,1,0
"35247","2020-04-05","Mason","Texas",48319,1,0
"35248","2020-04-05","Matagorda","Texas",48321,41,3
"35249","2020-04-05","Maverick","Texas",48323,7,0
"35250","2020-04-05","McLennan","Texas",48309,51,1
"35251","2020-04-05","Medina","Texas",48325,4,0
"35252","2020-04-05","Midland","Texas",48329,24,1
"35253","2020-04-05","Milam","Texas",48331,3,0
"35254","2020-04-05","Montague","Texas",48337,1,0
"35255","2020-04-05","Montgomery","Texas",48339,142,3
"35256","2020-04-05","Moore","Texas",48341,6,0
"35257","2020-04-05","Morris","Texas",48343,1,0
"35258","2020-04-05","Nacogdoches","Texas",48347,16,2
"35259","2020-04-05","Navarro","Texas",48349,7,2
"35260","2020-04-05","Newton","Texas",48351,1,0
"35261","2020-04-05","Nueces","Texas",48355,50,0
"35262","2020-04-05","Oldham","Texas",48359,2,1
"35263","2020-04-05","Orange","Texas",48361,22,0
"35264","2020-04-05","Palo Pinto","Texas",48363,1,0
"35265","2020-04-05","Panola","Texas",48365,4,1
"35266","2020-04-05","Parker","Texas",48367,6,0
"35267","2020-04-05","Polk","Texas",48373,7,0
"35268","2020-04-05","Potter","Texas",48375,40,1
"35269","2020-04-05","Randall","Texas",48381,34,0
"35270","2020-04-05","Robertson","Texas",48395,2,0
"35271","2020-04-05","Rockwall","Texas",48397,11,0
"35272","2020-04-05","Rusk","Texas",48401,12,0
"35273","2020-04-05","San Augustine","Texas",48405,4,1
"35274","2020-04-05","San Jacinto","Texas",48407,1,0
"35275","2020-04-05","San Patricio","Texas",48409,5,0
"35276","2020-04-05","Shelby","Texas",48419,11,0
"35277","2020-04-05","Smith","Texas",48423,57,1
"35278","2020-04-05","Starr","Texas",48427,6,0
"35279","2020-04-05","Swisher","Texas",48437,1,0
"35280","2020-04-05","Tarrant","Texas",48439,404,11
"35281","2020-04-05","Taylor","Texas",48441,27,1
"35282","2020-04-05","Terry","Texas",48445,4,0
"35283","2020-04-05","Titus","Texas",48449,1,0
"35284","2020-04-05","Tom Green","Texas",48451,20,0
"35285","2020-04-05","Travis","Texas",48453,460,6
"35286","2020-04-05","Trinity","Texas",48455,2,0
"35287","2020-04-05","Tyler","Texas",48457,1,0
"35288","2020-04-05","Upshur","Texas",48459,3,0
"35289","2020-04-05","Uvalde","Texas",48463,4,0
"35290","2020-04-05","Val Verde","Texas",48465,5,0
"35291","2020-04-05","Van Zandt","Texas",48467,4,1
"35292","2020-04-05","Victoria","Texas",48469,32,0
"35293","2020-04-05","Walker","Texas",48471,10,0
"35294","2020-04-05","Waller","Texas",48473,9,0
"35295","2020-04-05","Washington","Texas",48477,17,1
"35296","2020-04-05","Webb","Texas",48479,102,6
"35297","2020-04-05","Wharton","Texas",48481,9,0
"35298","2020-04-05","Wichita","Texas",48485,46,0
"35299","2020-04-05","Willacy","Texas",48489,5,1
"35300","2020-04-05","Williamson","Texas",48491,77,2
"35301","2020-04-05","Wilson","Texas",48493,6,0
"35302","2020-04-05","Wise","Texas",48497,3,0
"35303","2020-04-05","Wood","Texas",48499,2,0
"35304","2020-04-05","Young","Texas",48503,3,0
"37629","2020-04-06","Anderson","Texas",48001,1,0
"37630","2020-04-06","Andrews","Texas",48003,6,0
"37631","2020-04-06","Angelina","Texas",48005,14,0
"37632","2020-04-06","Aransas","Texas",48007,1,0
"37633","2020-04-06","Atascosa","Texas",48013,4,0
"37634","2020-04-06","Austin","Texas",48015,5,0
"37635","2020-04-06","Bastrop","Texas",48021,11,1
"37636","2020-04-06","Bell","Texas",48027,68,2
"37637","2020-04-06","Bexar","Texas",48029,467,12
"37638","2020-04-06","Blanco","Texas",48031,2,0
"37639","2020-04-06","Bowie","Texas",48037,27,5
"37640","2020-04-06","Brazoria","Texas",48039,151,1
"37641","2020-04-06","Brazos","Texas",48041,94,7
"37642","2020-04-06","Brown","Texas",48049,5,0
"37643","2020-04-06","Burleson","Texas",48051,2,0
"37644","2020-04-06","Burnet","Texas",48053,4,0
"37645","2020-04-06","Caldwell","Texas",48055,3,0
"37646","2020-04-06","Calhoun","Texas",48057,11,0
"37647","2020-04-06","Cameron","Texas",48061,87,0
"37648","2020-04-06","Camp","Texas",48063,1,0
"37649","2020-04-06","Cass","Texas",48067,5,2
"37650","2020-04-06","Castro","Texas",48069,10,1
"37651","2020-04-06","Chambers","Texas",48071,17,0
"37652","2020-04-06","Cherokee","Texas",48073,5,0
"37653","2020-04-06","Clay","Texas",48077,3,0
"37654","2020-04-06","Collin","Texas",48085,306,4
"37655","2020-04-06","Colorado","Texas",48089,2,0
"37656","2020-04-06","Comal","Texas",48091,22,2
"37657","2020-04-06","Comanche","Texas",48093,1,0
"37658","2020-04-06","Coryell","Texas",48099,5,0
"37659","2020-04-06","Crane","Texas",48103,2,0
"37660","2020-04-06","Dallas","Texas",48113,1155,18
"37661","2020-04-06","Dawson","Texas",48115,3,0
"37662","2020-04-06","DeWitt","Texas",48123,7,0
"37663","2020-04-06","Deaf Smith","Texas",48117,5,0
"37664","2020-04-06","Denton","Texas",48121,337,7
"37665","2020-04-06","Donley","Texas",48129,7,0
"37666","2020-04-06","Eastland","Texas",48133,3,0
"37667","2020-04-06","Ector","Texas",48135,30,0
"37668","2020-04-06","El Paso","Texas",48141,125,0
"37669","2020-04-06","Ellis","Texas",48139,38,2
"37670","2020-04-06","Erath","Texas",48143,7,1
"37671","2020-04-06","Falls","Texas",48145,1,0
"37672","2020-04-06","Fannin","Texas",48147,2,0
"37673","2020-04-06","Fayette","Texas",48149,16,0
"37674","2020-04-06","Fort Bend","Texas",48157,318,6
"37675","2020-04-06","Franklin","Texas",48159,1,0
"37676","2020-04-06","Gaines","Texas",48165,1,0
"37677","2020-04-06","Galveston","Texas",48167,256,1
"37678","2020-04-06","Gillespie","Texas",48171,2,0
"37679","2020-04-06","Goliad","Texas",48175,1,0
"37680","2020-04-06","Gonzales","Texas",48177,1,0
"37681","2020-04-06","Gray","Texas",48179,5,0
"37682","2020-04-06","Grayson","Texas",48181,14,0
"37683","2020-04-06","Gregg","Texas",48183,26,0
"37684","2020-04-06","Grimes","Texas",48185,3,0
"37685","2020-04-06","Guadalupe","Texas",48187,28,0
"37686","2020-04-06","Hale","Texas",48189,7,0
"37687","2020-04-06","Hardin","Texas",48199,28,1
"37688","2020-04-06","Harris","Texas",48201,1809,22
"37689","2020-04-06","Harrison","Texas",48203,6,1
"37690","2020-04-06","Hays","Texas",48209,59,0
"37691","2020-04-06","Hemphill","Texas",48211,1,0
"37692","2020-04-06","Henderson","Texas",48213,1,0
"37693","2020-04-06","Hidalgo","Texas",48215,99,0
"37694","2020-04-06","Hill","Texas",48217,5,0
"37695","2020-04-06","Hockley","Texas",48219,10,1
"37696","2020-04-06","Hood","Texas",48221,11,1
"37697","2020-04-06","Hopkins","Texas",48223,4,0
"37698","2020-04-06","Hunt","Texas",48231,8,0
"37699","2020-04-06","Hutchinson","Texas",48233,2,0
"37700","2020-04-06","Jackson","Texas",48239,3,0
"37701","2020-04-06","Jasper","Texas",48241,3,0
"37702","2020-04-06","Jefferson","Texas",48245,64,2
"37703","2020-04-06","Jim Wells","Texas",48249,2,0
"37704","2020-04-06","Johnson","Texas",48251,22,0
"37705","2020-04-06","Karnes","Texas",48255,2,0
"37706","2020-04-06","Kaufman","Texas",48257,10,0
"37707","2020-04-06","Kendall","Texas",48259,10,0
"37708","2020-04-06","Kerr","Texas",48265,2,0
"37709","2020-04-06","Kleberg","Texas",48273,2,0
"37710","2020-04-06","Lamar","Texas",48277,5,0
"37711","2020-04-06","Lamb","Texas",48279,1,0
"37712","2020-04-06","Lampasas","Texas",48281,1,0
"37713","2020-04-06","Lavaca","Texas",48285,2,0
"37714","2020-04-06","Lee","Texas",48287,2,0
"37715","2020-04-06","Leon","Texas",48289,2,0
"37716","2020-04-06","Liberty","Texas",48291,8,0
"37717","2020-04-06","Limestone","Texas",48293,3,1
"37718","2020-04-06","Live Oak","Texas",48297,3,0
"37719","2020-04-06","Llano","Texas",48299,3,0
"37720","2020-04-06","Lubbock","Texas",48303,180,6
"37721","2020-04-06","Lynn","Texas",48305,3,0
"37722","2020-04-06","Martin","Texas",48317,1,0
"37723","2020-04-06","Mason","Texas",48319,1,0
"37724","2020-04-06","Matagorda","Texas",48321,42,3
"37725","2020-04-06","Maverick","Texas",48323,7,0
"37726","2020-04-06","McLennan","Texas",48309,56,1
"37727","2020-04-06","Medina","Texas",48325,6,0
"37728","2020-04-06","Midland","Texas",48329,27,1
"37729","2020-04-06","Milam","Texas",48331,3,0
"37730","2020-04-06","Montague","Texas",48337,1,0
"37731","2020-04-06","Montgomery","Texas",48339,161,3
"37732","2020-04-06","Moore","Texas",48341,6,0
"37733","2020-04-06","Morris","Texas",48343,1,0
"37734","2020-04-06","Nacogdoches","Texas",48347,16,2
